"","X","trans_date_trans_time","merchant","category","amt","gender","city","state","city_pop","job","dob","is_fraud","logamt"
"11622",683238,"2019-10-18 22:49:24","fraud_Schimmel-Olson","kids_pets",17.84,"F","Jordanville","NY",824,"Travel agency manager","1985-09-01",1,2.88144312715186
"11623",683244,"2019-10-18 22:51:39","fraud_Zboncak, Rowe and Murazik","shopping_net",1128.1,"M","Armonk","NY",7987,"Television/film/video producer","1964-03-16",1,7.02829008061087
"11624",683247,"2019-10-18 22:54:46","fraud_Medhurst PLC","shopping_net",805.02,"M","San Antonio","TX",1595797,"Land","1995-10-17",1,6.69086712183044
"11625",683275,"2019-10-18 23:07:40","fraud_Huel Ltd","misc_net",922.26,"F","Naples","FL",276002,"Pilot, airline","1934-06-23",1,6.8268271794649
"11626",683280,"2019-10-18 23:09:08","fraud_Dooley Inc","shopping_pos",736.59,"F","Naples","FL",276002,"Pilot, airline","1934-06-23",1,6.60203142802959
"11627",683294,"2019-10-18 23:14:54","fraud_Mante Group","misc_net",864.75,"M","Armonk","NY",7987,"Television/film/video producer","1964-03-16",1,6.76244044781728
"11628",683298,"2019-10-18 23:19:26","fraud_Schmidt and Sons","shopping_net",1123.9,"M","Marion","CT",370,"Health service manager","1962-02-13",1,7.02456005852422
"11629",683310,"2019-10-18 23:26:43","fraud_Reichert, Rowe and Mraz","shopping_net",918.05,"M","Armonk","NY",7987,"Television/film/video producer","1964-03-16",1,6.8222518553682
"11630",683312,"2019-10-18 23:27:11","fraud_Ankunding LLC","shopping_net",1096.36,"M","Armonk","NY",7987,"Television/film/video producer","1964-03-16",1,6.99975088072772
"11631",683316,"2019-10-18 23:29:43","fraud_Kerluke-Abshire","shopping_net",1160.14,"M","Moriarty","NM",7268,"Therapist, art","1988-08-04",1,7.05629596647317
"11632",683344,"2019-10-18 23:53:16","fraud_Price Inc","shopping_net",1096.53,"M","San Antonio","TX",1595797,"Land","1995-10-17",1,6.99990592726479
"11633",683351,"2019-10-18 23:58:03","fraud_Pollich LLC","home",266.05,"F","Jordanville","NY",824,"Travel agency manager","1985-09-01",1,5.58368426104238
"11634",683413,"2019-10-19 00:30:18","fraud_Goldner, Kovacek and Abbott","grocery_pos",294,"M","Irvington","NY",7322,"Air traffic controller","1948-05-16",1,5.68357976733868
"11635",683471,"2019-10-19 01:03:16","fraud_Christiansen, Goyette and Schamberger","gas_transport",9.98,"M","Irvington","NY",7322,"Air traffic controller","1948-05-16",1,2.30058309032337
"11636",683474,"2019-10-19 01:05:32","fraud_Kilback LLC","grocery_pos",331.77,"M","Moriarty","NM",7268,"Therapist, art","1988-08-04",1,5.80444195775538
"11637",683510,"2019-10-19 01:27:30","fraud_Wolf Inc","grocery_pos",317.22,"F","Naples","FL",276002,"Pilot, airline","1934-06-23",1,5.75959553947541
"11638",683557,"2019-10-19 01:56:34","fraud_Mosciski, Gislason and Mertz","grocery_pos",374.17,"F","Jordanville","NY",824,"Travel agency manager","1985-09-01",1,5.92471023959459
"11639",683569,"2019-10-19 02:09:31","fraud_DuBuque LLC","grocery_pos",269.34,"M","Armonk","NY",7987,"Television/film/video producer","1964-03-16",1,5.5959745220219
"11640",683599,"2019-10-19 02:25:49","fraud_Lockman, West and Runte","grocery_pos",376.03,"F","Jordanville","NY",824,"Travel agency manager","1985-09-01",1,5.9296689274411
"11641",683679,"2019-10-19 03:26:38","fraud_Jones, Sawayn and Romaguera","misc_net",711.63,"M","Houston","TX",2906700,"Careers adviser","1996-07-04",1,6.56755811341906
"11642",684300,"2019-10-19 10:28:26","fraud_Osinski, Ledner and Leuschke","grocery_pos",323.67,"M","Armonk","NY",7987,"Television/film/video producer","1964-03-16",1,5.77972447823136
"11643",685754,"2019-10-19 22:00:41","fraud_Eichmann, Hayes and Treutel","travel",11.08,"M","Houston","TX",2906700,"Careers adviser","1996-07-04",1,2.40514168131914
"11644",685757,"2019-10-19 22:01:31","fraud_Labadie, Treutel and Bode","shopping_net",907.08,"M","Armonk","NY",7987,"Television/film/video producer","1964-03-16",1,6.81023064909209
"11645",685775,"2019-10-19 22:11:31","fraud_Jast Ltd","shopping_net",951.86,"F","Naples","FL",276002,"Pilot, airline","1934-06-23",1,6.85841796515363
"11646",685803,"2019-10-19 22:24:06","fraud_Dickinson Ltd","personal_care",22.43,"M","Houston","TX",2906700,"Careers adviser","1996-07-04",1,3.11039934853212
"11647",685805,"2019-10-19 22:24:19","fraud_Dietrich-Fadel","health_fitness",25.26,"F","Jordanville","NY",824,"Travel agency manager","1985-09-01",1,3.22922211692235
"11648",685812,"2019-10-19 22:26:18","fraud_Gottlieb, Considine and Schultz","shopping_net",995.57,"M","Irvington","NY",7322,"Air traffic controller","1948-05-16",1,6.90331543745608
"11649",685836,"2019-10-19 22:36:13","fraud_Streich, Dietrich and Barton","shopping_net",1165.58,"F","Naples","FL",276002,"Pilot, airline","1934-06-23",1,7.06097409618883
"11650",685839,"2019-10-19 22:38:04","fraud_Jones, Sawayn and Romaguera","misc_net",799.67,"M","Armonk","NY",7987,"Television/film/video producer","1964-03-16",1,6.6841991425664
"11651",685849,"2019-10-19 22:41:53","fraud_Halvorson Group","misc_pos",8.04,"F","Naples","FL",276002,"Pilot, airline","1934-06-23",1,2.08442908319087
"11652",685858,"2019-10-19 22:45:17","fraud_Waelchi-Wolf","kids_pets",18.29,"F","Jordanville","NY",824,"Travel agency manager","1985-09-01",1,2.90635446240277
"11653",685867,"2019-10-19 22:48:45","fraud_Kassulke PLC","shopping_net",1009.59,"M","Houston","TX",2906700,"Careers adviser","1996-07-04",1,6.91729958682506
"11654",685878,"2019-10-19 22:52:09","fraud_Runte, Green and Emard","health_fitness",21.64,"F","Jordanville","NY",824,"Travel agency manager","1985-09-01",1,3.07454345397828
"11655",685951,"2019-10-19 23:22:12","fraud_Kuhn LLC","shopping_pos",799.5,"F","Naples","FL",276002,"Pilot, airline","1934-06-23",1,6.68398653227401
"11656",685952,"2019-10-19 23:23:28","fraud_Gleason-Macejkovic","shopping_net",1063.85,"M","Moriarty","NM",7268,"Therapist, art","1988-08-04",1,6.96964968251973
"11657",685953,"2019-10-19 23:23:34","fraud_Boyer PLC","shopping_net",1105.82,"M","Moriarty","NM",7268,"Therapist, art","1988-08-04",1,7.00834242019352
"11658",685995,"2019-10-19 23:42:18","fraud_Labadie, Treutel and Bode","shopping_net",947.07,"M","Houston","TX",2906700,"Careers adviser","1996-07-04",1,6.85337300808894
"11659",686002,"2019-10-19 23:45:15","fraud_Altenwerth, Cartwright and Koss","shopping_net",1091.61,"M","Irvington","NY",7322,"Air traffic controller","1948-05-16",1,6.99540894965701
"11660",686010,"2019-10-19 23:47:13","fraud_Kertzmann LLC","health_fitness",21.72,"F","Jordanville","NY",824,"Travel agency manager","1985-09-01",1,3.07823349506573
"11661",686021,"2019-10-19 23:52:46","fraud_Weber, Thiel and Hammes","kids_pets",21.58,"F","Jordanville","NY",824,"Travel agency manager","1985-09-01",1,3.07176695982999
"11662",686028,"2019-10-19 23:55:08","fraud_Medhurst PLC","shopping_net",1064.07,"M","Houston","TX",2906700,"Careers adviser","1996-07-04",1,6.96985645721124
"11663",686085,"2019-10-20 00:22:33","fraud_Mosciski, Gislason and Mertz","grocery_pos",336.65,"M","Houston","TX",2906700,"Careers adviser","1996-07-04",1,5.81904381499129
"11664",686108,"2019-10-20 00:35:51","fraud_Zieme, Bode and Dooley","gas_transport",19.92,"F","Putnam","IL",754,"Presenter, broadcasting","1962-05-13",1,2.99172425215645
"11665",686124,"2019-10-20 00:44:54","fraud_Schoen, Kuphal and Nitzsche","grocery_pos",306.89,"F","Corsica","PA",1274,"Maintenance engineer","1949-03-20",1,5.72648937719127
"11666",686157,"2019-10-20 01:04:36","fraud_Abbott-Rogahn","entertainment",498.86,"F","Lowville","NY",8830,"Theme park manager","1991-03-29",1,6.21232549526464
"11667",686205,"2019-10-20 01:37:58","fraud_Jast Ltd","shopping_net",991.94,"F","Lowville","NY",8830,"Theme park manager","1991-03-29",1,6.89966262158468
"11668",686251,"2019-10-20 02:01:41","fraud_Hackett-Lueilwitz","grocery_pos",333.07,"F","Prairie Hill","TX",263,"Barrister","1956-05-30",1,5.80835267809958
"11669",686314,"2019-10-20 02:38:01","fraud_Osinski, Ledner and Leuschke","grocery_pos",266.92,"M","Houston","TX",2906700,"Careers adviser","1996-07-04",1,5.58694898803541
"11670",686320,"2019-10-20 02:39:56","fraud_Reichert, Shanahan and Hayes","shopping_net",1077.82,"F","Lowville","NY",8830,"Theme park manager","1991-03-29",1,6.98269576164566
"11671",686322,"2019-10-20 02:40:17","fraud_Kutch, Hermiston and Farrell","gas_transport",19.79,"F","Putnam","IL",754,"Presenter, broadcasting","1962-05-13",1,2.98517675961447
"11672",686334,"2019-10-20 02:49:19","fraud_Herman, Treutel and Dickens","misc_net",784.42,"M","Houston","TX",2906700,"Careers adviser","1996-07-04",1,6.66494459119245
"11673",686364,"2019-10-20 03:08:11","fraud_Prohaska-Murray","gas_transport",9.08,"M","Houston","TX",2906700,"Careers adviser","1996-07-04",1,2.2060741926132
"11674",686389,"2019-10-20 03:19:11","fraud_Kilback Group","food_dining",117.34,"F","Lowville","NY",8830,"Theme park manager","1991-03-29",1,4.76507570349771
"11675",686402,"2019-10-20 03:26:01","fraud_Marks Inc","gas_transport",17.77,"M","Ashfield","MA",1506,"Production assistant, radio","1960-04-03",1,2.87751164216656
"11676",686418,"2019-10-20 03:37:00","fraud_Huel, Hammes and Witting","grocery_pos",286.44,"M","Houston","TX",2906700,"Careers adviser","1996-07-04",1,5.65752909013874
"11677",686425,"2019-10-20 03:42:27","fraud_Pacocha-O'Reilly","grocery_pos",346.26,"F","Putnam","IL",754,"Presenter, broadcasting","1962-05-13",1,5.84718993795093
"11678",686770,"2019-10-20 07:05:34","fraud_Spencer-Runolfsson","misc_pos",7.05,"F","Lowville","NY",8830,"Theme park manager","1991-03-29",1,1.95302761682418
"11679",687467,"2019-10-20 13:06:07","fraud_Schoen, Kuphal and Nitzsche","grocery_pos",343.05,"F","Prairie Hill","TX",263,"Barrister","1956-05-30",1,5.8378762091369
"11680",687590,"2019-10-20 13:50:39","fraud_Schuppe LLC","entertainment",486.57,"F","Corsica","PA",1274,"Maintenance engineer","1949-03-20",1,6.18738077616771
"11681",688146,"2019-10-20 17:18:20","fraud_Boyer-Reichert","shopping_net",1215.07,"M","Ashfield","MA",1506,"Production assistant, radio","1960-04-03",1,7.1025569672838
"11682",688955,"2019-10-20 22:10:00","fraud_Boyer-Reichert","shopping_net",1000.46,"M","Irvington","NY",7322,"Air traffic controller","1948-05-16",1,6.90821517321457
"11683",688994,"2019-10-20 22:23:46","fraud_Reichert, Shanahan and Hayes","shopping_net",958.76,"M","Houston","TX",2906700,"Careers adviser","1996-07-04",1,6.86564078287479
"11684",689000,"2019-10-20 22:26:15","fraud_Rempel Inc","shopping_net",916.14,"M","Houston","TX",2906700,"Careers adviser","1996-07-04",1,6.82016919142348
"11685",689039,"2019-10-20 22:42:25","fraud_Schmitt Ltd","misc_net",658.57,"F","Putnam","IL",754,"Presenter, broadcasting","1962-05-13",1,6.49007081773563
"11686",689044,"2019-10-20 22:43:50","fraud_Rolfson-Kunde","personal_care",49.53,"M","Ashfield","MA",1506,"Production assistant, radio","1960-04-03",1,3.90257854660015
"11687",689055,"2019-10-20 22:47:05","fraud_Towne, Greenholt and Koepp","shopping_net",911.61,"M","Irvington","NY",7322,"Air traffic controller","1948-05-16",1,6.81521226703493
"11688",689062,"2019-10-20 22:48:05","fraud_Heathcote, Yost and Kertzmann","shopping_net",1018.86,"M","Irvington","NY",7322,"Air traffic controller","1948-05-16",1,6.92643963418626
"11689",689065,"2019-10-20 22:48:47","fraud_Medhurst, Labadie and Gottlieb","travel",10.76,"F","Lowville","NY",8830,"Theme park manager","1991-03-29",1,2.37583555473364
"11690",689074,"2019-10-20 22:50:45","fraud_Lesch Ltd","shopping_pos",932.47,"M","Ashfield","MA",1506,"Production assistant, radio","1960-04-03",1,6.83783697941869
"11691",689082,"2019-10-20 22:54:03","fraud_Fisher-Schowalter","shopping_net",852.54,"F","Corsica","PA",1274,"Maintenance engineer","1949-03-20",1,6.74822012887804
"11692",689085,"2019-10-20 22:54:48","fraud_Fisher-Schowalter","shopping_net",1061.7,"M","Houston","TX",2906700,"Careers adviser","1996-07-04",1,6.96762667601953
"11693",689123,"2019-10-20 23:06:55","fraud_Greenholt, O'Hara and Balistreri","shopping_net",998.05,"M","Houston","TX",2906700,"Careers adviser","1996-07-04",1,6.90580337525689
"11694",689154,"2019-10-20 23:21:55","fraud_Kerluke, Kertzmann and Wiza","misc_net",874.24,"F","Putnam","IL",754,"Presenter, broadcasting","1962-05-13",1,6.77335493750232
"11695",689160,"2019-10-20 23:25:05","fraud_Klocko LLC","misc_net",811.8,"F","Corsica","PA",1274,"Maintenance engineer","1949-03-20",1,6.6992540044048
"11696",689191,"2019-10-20 23:37:15","fraud_Corwin-Gorczany","misc_net",875.86,"M","Irvington","NY",7322,"Air traffic controller","1948-05-16",1,6.77520626081264
"11697",689199,"2019-10-20 23:40:23","fraud_Dickinson-Rempel","misc_pos",51.28,"F","Corsica","PA",1274,"Maintenance engineer","1949-03-20",1,3.93730081261241
"11698",689219,"2019-10-20 23:46:41","fraud_Price Inc","shopping_net",1097.8,"F","Prairie Hill","TX",263,"Barrister","1956-05-30",1,7.00106345611579
"11699",689225,"2019-10-20 23:48:38","fraud_Rodriguez, Yost and Jenkins","misc_net",766.05,"F","Corsica","PA",1274,"Maintenance engineer","1949-03-20",1,6.64124744176176
"11700",689285,"2019-10-21 00:15:02","fraud_Thiel PLC","misc_pos",9.12,"F","Lowville","NY",8830,"Theme park manager","1991-03-29",1,2.21046980408624
"11701",689457,"2019-10-21 02:05:50","fraud_Kovacek, Dibbert and Ondricka","grocery_pos",300.95,"F","Corsica","PA",1274,"Maintenance engineer","1949-03-20",1,5.70694413799378
"11702",689538,"2019-10-21 02:48:05","fraud_Conroy Ltd","shopping_pos",835.29,"F","Lowville","NY",8830,"Theme park manager","1991-03-29",1,6.72777896994352
"11703",689609,"2019-10-21 03:26:11","fraud_Doyle Ltd","grocery_pos",329.2,"F","Lowville","NY",8830,"Theme park manager","1991-03-29",1,5.79666546880291
"11704",689753,"2019-10-21 04:48:37","fraud_Rau and Sons","grocery_pos",315.05,"F","Corsica","PA",1274,"Maintenance engineer","1949-03-20",1,5.75273135638806
"11705",690057,"2019-10-21 07:59:30","fraud_Schmitt Ltd","misc_net",756.49,"F","Lowville","NY",8830,"Theme park manager","1991-03-29",1,6.62868931437039
"11706",690112,"2019-10-21 08:37:46","fraud_Cartwright-Harris","grocery_pos",306.04,"F","Corsica","PA",1274,"Maintenance engineer","1949-03-20",1,5.72371581236365
"11707",690411,"2019-10-21 11:47:33","fraud_Gibson-Deckow","entertainment",471.04,"F","Lowville","NY",8830,"Theme park manager","1991-03-29",1,6.15494301610046
"11708",690760,"2019-10-21 14:11:56","fraud_Wilkinson PLC","kids_pets",18.6,"F","Lowville","NY",8830,"Theme park manager","1991-03-29",1,2.92316158071916
"11709",691990,"2019-10-21 22:06:43","fraud_Kerluke-Abshire","shopping_net",1059.15,"F","Corsica","PA",1274,"Maintenance engineer","1949-03-20",1,6.96522197863047
"11710",691993,"2019-10-21 22:07:46","fraud_Boyer PLC","shopping_net",983.28,"M","Ashfield","MA",1506,"Production assistant, radio","1960-04-03",1,6.89089392190673
"11711",691996,"2019-10-21 22:09:00","fraud_Kunde-Sanford","misc_net",750.81,"M","Ashfield","MA",1506,"Production assistant, radio","1960-04-03",1,6.62115262374992
"11712",692060,"2019-10-21 22:36:48","fraud_Kozey-Kuhlman","personal_care",20.01,"F","Lowville","NY",8830,"Theme park manager","1991-03-29",1,2.99623214859564
"11713",692113,"2019-10-21 22:55:26","fraud_Lind-Buckridge","entertainment",571.74,"M","Ashfield","MA",1506,"Production assistant, radio","1960-04-03",1,6.34868434258815
"11714",692117,"2019-10-21 22:57:37","fraud_Schmeler, Bashirian and Price","shopping_net",1086.91,"F","Prairie Hill","TX",263,"Barrister","1956-05-30",1,6.99109408700524
"11715",692127,"2019-10-21 23:00:27","fraud_Friesen Inc","shopping_pos",828.04,"F","Corsica","PA",1274,"Maintenance engineer","1949-03-20",1,6.71906146239715
"11716",692136,"2019-10-21 23:03:15","fraud_Streich, Dietrich and Barton","shopping_net",1074.45,"F","Corsica","PA",1274,"Maintenance engineer","1949-03-20",1,6.97956418172857
"11717",692162,"2019-10-21 23:12:45","fraud_Tromp Group","travel",5.1,"M","Ashfield","MA",1506,"Production assistant, radio","1960-04-03",1,1.62924053973028
"11718",692175,"2019-10-21 23:18:57","fraud_Huel, Hammes and Witting","grocery_pos",335.16,"M","Ashfield","MA",1506,"Production assistant, radio","1960-04-03",1,5.81460802974509
"11719",693766,"2019-10-22 23:54:25","fraud_Kuhn LLC","misc_net",642.43,"M","Parker","CO",84861,"Materials engineer","1932-03-10",1,6.46525786141761
"11720",693854,"2019-10-23 01:29:43","fraud_Conroy-Cruickshank","gas_transport",11.39,"M","Elizabeth","NJ",124967,"Operational researcher","1980-12-21",1,2.43273577745909
"11721",693855,"2019-10-23 01:30:36","fraud_Conroy-Cruickshank","gas_transport",12.33,"M","Parker","CO",84861,"Materials engineer","1932-03-10",1,2.51203531717625
"11722",693858,"2019-10-23 01:37:00","fraud_Bednar Group","misc_net",787.34,"M","Elizabeth","NJ",124967,"Operational researcher","1980-12-21",1,6.66866017545386
"11723",694086,"2019-10-23 05:47:35","fraud_Rutherford-Mertz","grocery_pos",307.15,"M","Elizabeth","NJ",124967,"Operational researcher","1980-12-21",1,5.72733622760994
"11724",694540,"2019-10-23 13:05:23","fraud_Fisher-Schowalter","shopping_net",948.47,"M","Elizabeth","NJ",124967,"Operational researcher","1980-12-21",1,6.85485015998715
"11725",695310,"2019-10-23 22:06:22","fraud_Rippin, Kub and Mann","misc_net",921.25,"M","Parker","CO",84861,"Materials engineer","1932-03-10",1,6.82573144350355
"11726",695342,"2019-10-23 22:23:40","fraud_Terry-Huel","shopping_net",989.01,"M","Parker","CO",84861,"Materials engineer","1932-03-10",1,6.89670444279505
"11727",695352,"2019-10-23 22:29:02","fraud_Towne, Greenholt and Koepp","shopping_net",929.54,"M","Elizabeth","NJ",124967,"Operational researcher","1980-12-21",1,6.83468984012476
"11728",695369,"2019-10-23 22:37:38","fraud_Cormier LLC","shopping_net",944.06,"M","Parker","CO",84861,"Materials engineer","1932-03-10",1,6.85018972344773
"11729",695375,"2019-10-23 22:40:30","fraud_Lind-Buckridge","entertainment",487.35,"M","Parker","CO",84861,"Materials engineer","1932-03-10",1,6.18898255078322
"11730",695404,"2019-10-23 22:58:34","fraud_Volkman Ltd","misc_net",799.22,"M","Parker","CO",84861,"Materials engineer","1932-03-10",1,6.68363625204625
"11731",695409,"2019-10-23 23:00:50","fraud_Rempel Inc","shopping_net",914.36,"M","Elizabeth","NJ",124967,"Operational researcher","1980-12-21",1,6.81822436699185
"11732",695496,"2019-10-24 00:12:20","fraud_Tillman, Dickinson and Labadie","gas_transport",13.57,"M","Elizabeth","NJ",124967,"Operational researcher","1980-12-21",1,2.60786147384678
"11733",695610,"2019-10-24 01:53:32","fraud_Kerluke PLC","misc_net",806.93,"M","Elizabeth","NJ",124967,"Operational researcher","1980-12-21",1,6.69323692349162
"11734",695669,"2019-10-24 02:45:02","fraud_Jaskolski-Vandervort","misc_net",829.48,"M","Elizabeth","NJ",124967,"Operational researcher","1980-12-21",1,6.72079899842964
"11735",697181,"2019-10-24 22:40:16","fraud_Baumbach, Feeney and Morar","shopping_net",1051.26,"M","Elizabeth","NJ",124967,"Operational researcher","1980-12-21",1,6.95774472372705
"11736",697354,"2019-10-25 00:39:29","fraud_O'Keefe-Hudson","grocery_pos",274.42,"M","Oakton","VA",17558,"Furniture designer","1940-03-06",1,5.61465977949303
"11737",699396,"2019-10-26 01:29:42","fraud_Bernhard Inc","gas_transport",6.61,"M","Dallas","TX",1263321,"Designer, interior/spatial","1952-09-27",1,1.8885836538636
"11738",699439,"2019-10-26 02:03:02","fraud_Huels-Hahn","gas_transport",14.39,"M","Oakton","VA",17558,"Furniture designer","1940-03-06",1,2.66653352089928
"11739",699486,"2019-10-26 02:33:52","fraud_DuBuque LLC","grocery_pos",290.5,"M","Oakton","VA",17558,"Furniture designer","1940-03-06",1,5.67160357629197
"11740",699549,"2019-10-26 03:19:04","fraud_Bernhard Inc","gas_transport",7.2,"M","Dallas","TX",1263321,"Designer, interior/spatial","1952-09-27",1,1.97408102602201
"11741",699580,"2019-10-26 03:38:44","fraud_Mosciski, Gislason and Mertz","grocery_pos",297.71,"M","Oakton","VA",17558,"Furniture designer","1940-03-06",1,5.69611985832086
"11742",699701,"2019-10-26 05:02:15","fraud_Spinka-Welch","grocery_net",15.33,"F","North Washington","PA",139,"Patent attorney","1954-05-25",1,2.72981169288372
"11743",700678,"2019-10-26 14:19:16","fraud_Stanton, Jakubowski and Baumbach","shopping_net",999.15,"M","Oakton","VA",17558,"Furniture designer","1940-03-06",1,6.9069049175273
"11744",701601,"2019-10-26 21:07:41","fraud_Kuhn LLC","misc_net",742.05,"M","Oakton","VA",17558,"Furniture designer","1940-03-06",1,6.60941662634183
"11745",701741,"2019-10-26 22:11:02","fraud_Kuhic, Bins and Pfeffer","shopping_net",1124.23,"M","Dallas","TX",1263321,"Designer, interior/spatial","1952-09-27",1,7.02485363585504
"11746",701751,"2019-10-26 22:16:16","fraud_Cormier LLC","shopping_net",1078.83,"M","Oakton","VA",17558,"Furniture designer","1940-03-06",1,6.98363239955523
"11747",701872,"2019-10-26 23:08:34","fraud_Mosciski, Ziemann and Farrell","shopping_net",1086.3,"M","Dallas","TX",1263321,"Designer, interior/spatial","1952-09-27",1,6.9905327054397
"11748",701890,"2019-10-26 23:15:12","fraud_Schmitt Ltd","misc_net",774.88,"M","Oakton","VA",17558,"Furniture designer","1940-03-06",1,6.65270817865492
"11749",701965,"2019-10-26 23:44:41","fraud_Rau and Sons","grocery_pos",314.77,"F","North Washington","PA",139,"Patent attorney","1954-05-25",1,5.75184221339976
"11750",701969,"2019-10-26 23:46:04","fraud_Kassulke PLC","shopping_net",1019.98,"F","North Washington","PA",139,"Patent attorney","1954-05-25",1,6.92753829824294
"11751",701972,"2019-10-26 23:49:26","fraud_Upton PLC","entertainment",436.64,"M","Oakton","VA",17558,"Furniture designer","1940-03-06",1,6.07910905696003
"11752",703420,"2019-10-27 13:15:10","fraud_Kerluke-Abshire","shopping_net",959.74,"M","Dallas","TX",1263321,"Designer, interior/spatial","1952-09-27",1,6.86666241444658
"11753",705016,"2019-10-27 22:57:48","fraud_Fisher-Schowalter","shopping_net",1115.39,"M","Dallas","TX",1263321,"Designer, interior/spatial","1952-09-27",1,7.01695939852168
"11754",705044,"2019-10-27 23:10:30","fraud_Bernier, Volkman and Hoeger","misc_net",781.3,"M","Dallas","TX",1263321,"Designer, interior/spatial","1952-09-27",1,6.6609591990027
"11755",705075,"2019-10-27 23:23:31","fraud_Mosciski, Ziemann and Farrell","shopping_net",1033.4,"F","North Washington","PA",139,"Patent attorney","1954-05-25",1,6.94060961585308
"11756",705118,"2019-10-27 23:33:14","fraud_Volkman-Predovic","shopping_net",1112.15,"M","Dallas","TX",1263321,"Designer, interior/spatial","1952-09-27",1,7.01405035779974
"11757",705147,"2019-10-27 23:42:14","fraud_Block-Parisian","misc_net",776.45,"F","North Washington","PA",139,"Patent attorney","1954-05-25",1,6.6547322490152
"11758",706856,"2019-10-28 14:33:54","fraud_Kuphal-Predovic","misc_net",729.44,"F","Wappapello","MO",2601,"Research scientist (medical)","1957-07-27",1,6.59227711646513
"11759",708122,"2019-10-28 22:47:57","fraud_Hills-Witting","shopping_net",1021.5,"F","Wappapello","MO",2601,"Research scientist (medical)","1957-07-27",1,6.92902741425768
"11760",708171,"2019-10-28 23:05:44","fraud_Pfeffer and Sons","shopping_pos",1047.46,"F","Wappapello","MO",2601,"Research scientist (medical)","1957-07-27",1,6.95412346490967
"11761",708181,"2019-10-28 23:10:12","fraud_Kerluke Inc","misc_net",716.09,"F","Wappapello","MO",2601,"Research scientist (medical)","1957-07-27",1,6.5738058573853
"11762",708197,"2019-10-28 23:15:59","fraud_Terry-Huel","shopping_net",975.66,"F","Wappapello","MO",2601,"Research scientist (medical)","1957-07-27",1,6.88311416506569
"11763",708270,"2019-10-28 23:40:17","fraud_O'Keefe-Hudson","grocery_pos",296.14,"F","Wappapello","MO",2601,"Research scientist (medical)","1957-07-27",1,5.69083231548057
"11764",708346,"2019-10-29 00:08:08","fraud_Kiehn-Emmerich","grocery_pos",288.35,"M","Lahoma","OK",1078,"Podiatrist","1989-10-06",1,5.66417502006142
"11765",709522,"2019-10-29 20:15:00","fraud_Jast Ltd","shopping_net",1027.3,"M","Lahoma","OK",1078,"Podiatrist","1989-10-06",1,6.93468928022222
"11766",709706,"2019-10-29 22:11:28","fraud_Predovic Inc","shopping_net",1097.09,"F","Wappapello","MO",2601,"Research scientist (medical)","1957-07-27",1,7.00041649884252
"11767",709707,"2019-10-29 22:11:57","fraud_Hills-Witting","shopping_net",1086.79,"M","Lahoma","OK",1078,"Podiatrist","1989-10-06",1,6.99098367618487
"11768",709741,"2019-10-29 22:37:33","fraud_Morissette PLC","shopping_pos",854.47,"F","Wappapello","MO",2601,"Research scientist (medical)","1957-07-27",1,6.7504813936889
"11769",709743,"2019-10-29 22:38:17","fraud_Kozey-Boehm","shopping_net",1070.83,"M","Lahoma","OK",1078,"Podiatrist","1989-10-06",1,6.97618932769005
"11770",709761,"2019-10-29 22:50:49","fraud_Rempel Inc","shopping_net",1111.45,"M","Lahoma","OK",1078,"Podiatrist","1989-10-06",1,7.01342074813692
"11771",709776,"2019-10-29 22:59:14","fraud_Ankunding LLC","shopping_net",1100.47,"M","Lahoma","OK",1078,"Podiatrist","1989-10-06",1,7.00349264025874
"11772",709862,"2019-10-30 00:03:14","fraud_Quitzon, Green and Bashirian","shopping_pos",796.91,"F","Umatilla","FL",11432,"Private music teacher","1986-03-31",1,6.6807417489509
"11773",709872,"2019-10-30 00:09:59","fraud_McDermott-Weimann","grocery_pos",338.26,"F","Umatilla","FL",11432,"Private music teacher","1986-03-31",1,5.8238148305459
"11774",709890,"2019-10-30 00:35:25","fraud_Barton Inc","grocery_pos",286.42,"M","Lahoma","OK",1078,"Podiatrist","1989-10-06",1,5.65745926505056
"11775",709926,"2019-10-30 01:05:22","fraud_Murray-Smitham","grocery_pos",360.92,"F","Umatilla","FL",11432,"Private music teacher","1986-03-31",1,5.8886563271263
"11776",709960,"2019-10-30 01:52:12","fraud_Brekke and Sons","gas_transport",8.95,"M","Lahoma","OK",1078,"Podiatrist","1989-10-06",1,2.19165353228676
"11777",709969,"2019-10-30 02:01:21","fraud_Tillman, Dickinson and Labadie","gas_transport",11.8,"F","Umatilla","FL",11432,"Private music teacher","1986-03-31",1,2.46809953147162
"11778",710062,"2019-10-30 03:53:58","fraud_Schumm, Bauch and Ondricka","grocery_pos",352.72,"F","Umatilla","FL",11432,"Private music teacher","1986-03-31",1,5.86567454104968
"11779",711392,"2019-10-30 22:36:11","fraud_Greenholt Ltd","health_fitness",18.75,"F","Umatilla","FL",11432,"Private music teacher","1986-03-31",1,2.93119375241642
"11780",711474,"2019-10-30 23:24:27","fraud_Fisher Inc","shopping_net",1061.68,"M","Lahoma","OK",1078,"Podiatrist","1989-10-06",1,6.96760783812899
"11781",711480,"2019-10-30 23:28:04","fraud_Heller, Gutmann and Zieme","grocery_pos",285.14,"M","Lahoma","OK",1078,"Podiatrist","1989-10-06",1,5.65298028772582
